Subject,openingHoursSpecification,má-kontakt,hasEnd,hasEmail,má-vstupné,hasBeginning,Description (cs),Description (en),rest,má-vykonavatele-majetkových-práv-autorských-u-autorského-díla,inXSDDateTimeStamp,hasURL,druh (cs),druh (en),má-přílohu,downloadUrl,databáze-chráněná-zvláštními-právy-pořizovatele-databáze,legalName (cs),notation,má-podmínky-užití,geometry,first,originální-databáze,licence-autorského-díla,coordinates,encodingFormat,obsahuje-více-autorských-děl,Type,má-časový-interval,Title (cs),Title (en),superEvent,obsahuje-osobní-údaje,type,obsahuje-autorské-dílo
https://www.gotobrno.cz/akce/tvurci-keramika-pro-dospele/,885,,,,,,"""Budeme volně tvořit, rozvíjet naši fantazii a&nbsp;kreativitu a&nbsp;relaxovat v&nbsp;příjemné přátelské atmosféře. Naučíme se základním technikám a&nbsp;postupům při práci s&nbsp;hlínou, seznámíme se s&nbsp;dekorováním keramiky prostřednictvím množství efektivních glazur, engob aj. , necháme se inspirovat předky i&nbsp;současnými výtvarnými umělci, ale hlavně se naučíme vnímat hlínu jako výjimečný materiál, který nám může pomoci odkrývat to, co by v&nbsp;nás jinak zůstalo skryto. Záleží jen na nás , co si vybereme, a&nbsp;na co budeme mít v&nbsp;daný okamžik chuť.Termíny čtvrtek ob 14&nbsp;dní:(kdo potřebuje vychodit každý týden kvůli Erasmu, atd…- samozřejmě může.)Pondělí pravidelný kurz (10 setkání/týdně) : 16:20-18:20Středa pravidelný kurz (10 setkání/týdně) : 18:00-20:00Čtvrtek I. skupina: 16:20–18:20 –Čtvrtek II. skupina: 16:20–18:20 –Čtvrtek III. skupina: 18:30-20:30 –Čtvrtek IV. skupina: 18:30-20:30 –Lektor: Radka PavlíčkováCena: 4500 Kč/pol.( 1×14 dní/10 setkání).7200 Kč/pol (každý týden/16 setkání)V ceně veškerý materiál a&nbsp;pomůcky , výpaly, lektorné, káva, čaj. aj.Začínáme : pondělí 30.9. /středa: 25.9./ I. skupina a&nbsp;III skupina 26.9 . /II a&nbsp;IV. skupina 3.10.&nbsp;2024!pozn . Výuka probíhá v&nbsp;keramické dílně na Konečného nám.- Úvoz 427/59b, Brno – Veveří, 60200( ve vnitrobloku z&nbsp;druhé str.Hellia sportu).""",,,,,,,,,,,,,,886,,,,,,,,,Tvůrčí keramika pro dospělé,,,,,
https://www.gotobrno.cz/akce/unikova-hra-zaklety-cirkus-pro-deti-7-10-let/,890,,,,,,"""Dětská verze únikové hry Zakletý cirkus pro děti 7-10 let s&nbsp;doprovodem dospělé osoby.Zakletý cirkus má příběh, který vás vtáhne do děje od prvního momentu! Nikdy nevíte, kde jsou další dveře a&nbsp;které jsou ty poslední. Originální mechanismy, minimum kódových zámků a&nbsp;autentické prostředí hry skvěle podpoří celý zážitek.Čeká na vás pravé šapitó s&nbsp;magickým kolotočem, světelné a&nbsp;zvukové efekty i&nbsp;vševědoucí věštkyně, která je vždy krok před Vámi.Skvělá zábava pro 2-5 dětí na 60 minut. Rozvoj logického myšlení a&nbsp;skvělé recenze hráčů-dětí.""",,,,,,,,,,,,,,891,,,,,,,,,Úniková hra Zakletý cirkus pro děti 7-10 let,,,,,
https://www.gotobrno.cz/akce/urban-challenge/,895,,,,,,"""Urban Challenge míří do Brna a&nbsp;přináší s&nbsp;sebou jedinečnou kombinaci přírody a&nbsp;městského prostředí. Trasa je navržena tak, aby prověřila fyzickou kondici a&nbsp;zároveň ukázala krásy brněnského okolí.Závod v&nbsp;Brně přináší adrenalin a&nbsp;nezapomenutelná dobrodružství. Ať už jsi ostřílený závodník nebo teprve začínáš, tato nová lokalita Tě dostane svou rozmanitostí. Kombinace přírodních překážek a&nbsp;městských prvků vytváří nezapomenutelný zážitek pro všechny typy závodníků.""",,,,,,,,,,,,,,896,,,,,,,,,Urban Challenge,,,,,
https://www.gotobrno.cz/akce/v-orchestru-jak-sel-cas/,900,,,,,,"""ANTONIO VIVALDI Jaro ze Čtvera ročních dob (1.&nbsp;věta – Allegro)WOLFGANG AMADEUS MOZART Symfonie č. 40 g moll KV 550 (1.&nbsp;věta – Molto allegro)RICHARD WAGNER Jízda valkýr z&nbsp;opery ValkýraLEOŠ JANÁČEK Taras Bulba (1.&nbsp;věta – Smrt Andrijova)SERGEJ PROKOFJEV Montekové a&nbsp;Kapuleti z baletu Romeo a&nbsp;JulieALFRED SCHNITTKE Klauni a&nbsp;děti (1.&nbsp;část suity z&nbsp;hudby ke stejnojmennému filmu)moderátoři Kristýna Drášilová a Vítězslav MikešFilharmonie Brnodirigent Patrik Červák„Orchestr si – pokud možno – nezvete do bytu. Byl by mu patrně malý, sousedi by reptali a&nbsp;vám by to přišlo i&nbsp;doslova draho“ (Karel Šrom: Orchestr a&nbsp;dirigent, Praha 1961). Proto chodíme za orchestrem do koncertní síně. A&nbsp;nalijme si čistého vína: kdo se v&nbsp;koncertním sále aspoň jednou nezasnil a&nbsp;nezatoužil jako posluchač opustit své místo v&nbsp;hledišti, aby zakusil, jak vidí a&nbsp;slyší hudbu na koncertě orchestrální hudebník… Teď k&nbsp;tomu máte jedinečnou příležitost! Projekt nazvaný V&nbsp;orchestru to totiž umožňuje. Orchestr bude rozmístěn po celém prostoru sálu Besedního domu a&nbsp;posluchači usednou mezi hudebníky. Blíž orchestru už nelze být. Ti, kteří se nevměstnají do orchestřiště, mohou usednout všude tam, kde zůstane v&nbsp;sále volná skulinka – kolem orchestru, na podiu nebo na balkoně.&nbsp;&nbsp;""",,,,,,,,,,,,,,901,,,,,,,koncert,,V ORCHESTRU: JAK ŠEL ČAS,,,,,
https://www.gotobrno.cz/akce/valentynsky-networking-kde-se-setkavaji-duse-a-srdce/,905,,,,,,"""Jste unavení z&nbsp;Tinderu? Chcete se setkat s&nbsp;úžasnými lidmi tváří v&nbsp;tvář? Máte rádi příjemné rozhovory a&nbsp;překvapení? Přijďte se zúčastnit našeho útulného valentýnského networkingového setkání! Na Valentýna byste neměli být sami!Tato příležitost je navržena tak, aby spojovala duše a&nbsp;srdce v&nbsp;teplé a&nbsp;přívětivé atmosféře. Ať už hledáte romantické spojení nebo si jen chcete rozšířit svůj okruh přátel o&nbsp;stejně smýšlející lidi, tato událost slibuje nezapomenutelný zážitek a&nbsp;příjemnou atmosféru.Naše speciální valentýnské menu obsahuje lahodné předkrmy, hlavní chody a&nbsp;dezerty.Registrace není nutná — stačí reagovat na tuto událost a&nbsp;připojit se k&nbsp;nám ve Vine Baru na večer, kdy se srdce spojují a&nbsp;vznikají nová přátelství.""","""Are you tired of Tinder? Would you like to meet wonderful people face to face? Do you enjoy nice conversations and getting gifts? Come participate in our cozy Valentine Networking 2025! You shouldn&#8217;t be alone on the Valentine&#8217;s&nbsp;Day!This occasion is designed to bring together soulmates and hearts in a&nbsp;warm and inviting atmosphere. Whether you&#8217;re seeking a&nbsp;romantic connection or simply looking to expand your social circle with like-minded individuals, this event promises an unforgettable experience and a&nbsp;nice vibe.Our special Valentine menu features delicious appetizers, main bites, and desserts.No registration is required — just react to this event and join us at Vine Bar for a&nbsp;night where hearts align and new connections blossom.""",,,,,,,,,,,,,906,,,,,,,,,Valentýnský Networking: Kde se setkávají duše a&nbsp;srdce,Valentine Networking in Brno: where soulmates and hearts meet,,,,
https://www.gotobrno.cz/akce/vanoce-v-brnenske-katedrale/,910,,,,,,"""Vánoce v&nbsp;brněnské katedrále &#8211; to jsou slavnostní bohoslužby a&nbsp;velké množství koncertů. Přijďte oslavit vánoční svátky do katedrály!24.&nbsp;12., 16:00PONTIFIKÁLNÍ MŠE SVATÁ PRO RODIČE S&nbsp;DĚTMIDětský sbor katedrály Petrováček, řídí Františka Nevrlá24.&nbsp;12., 24:00PONTIFIKÁLNÍ MŠE SVATÁ (PŮLNOČNÍ)Katedrální žestě, varhany Petr Kolař25.12., 7:30LATINSKÁ MŠE SVATÁMissa VIII. De angelis a&nbsp;proprium ze slavnosti Narození PáněSvatomichalská gregoriánská schola, řídí Josef Gerbrich10:30PONTIFIKÁLNÍ MŠE SVATÁIgnac Reimann Pastorální mše in CBrněnský katedrální sbor a&nbsp;orchestr Magnificat řídí Petr Kolař16:00VÁNOČNÍ KONCERT KANTILÉNYTradiční koncert brněnského dětského sboru19:30JAKUB JAN RYBA ČESKÁ MŠE VÁNOČNÍ „HEJ, MISTŘE“Brněnský filharmonický sbor Beseda brněnská,Orchestr katedrály sv. Petra a&nbsp;Pavla, sólisté, řídí Petr Kolař26.12., 7:30LATINSKÁ MŠE SVATÁMissa XI. Orbis factor a&nbsp;proprium ze svátku sv. Štěpána18:00SVATOŠTĚPÁNSKÝ KONCERTVánoční árie a&nbsp;písně zazpívá Richard Kolař27.12., 18:00VÁNOČNÍ KONCERT VUS ONDRÁŠ29.12., 17.00SLAVNOSTNÍ ZAHÁJENÍ MILOSTIVÉHO ROKU 2025Bohoslužba začíná v&nbsp;kostele sv. Jakuba31.&nbsp;12., 16:00DĚKOVNÁ MŠE SVATÁ NA ZÁVĚR OBČANSKÉHO ROKU1.&nbsp;1., 10:30PONTIFIKÁLNÍ MŠE SVATÁke cti Matky Boží Panny Marie16:30NOVOROČNÍ KONCERTStříbro trubky a&nbsp;majestát varhanVystoupí trumpetista Dávid Pollák a&nbsp;varhaník Petr Kolař6.&nbsp;1., 19:00TŘÍKRÁLOVÝ KONCERTMuzika Hradišťan s&nbsp;Jiřím Pavlicou, Czech virtuosi a&nbsp;hosté12.&nbsp;1., 9:00MŠE SVATÁ SVÁTKU KŘTU PÁNĚDětský sbor katedrály Petrováček, řídí Františka Nevrlá10:30účinkují žáci a&nbsp;pedagogové ZUŠ Varhanická18:00KONCERT NA KONCI VÁNOCKoncert Brněnského katedrálního sboru a&nbsp;orchestru Magnificat a&nbsp;jeho hostůJAKUB JAN RYBA ČESKÁ MŠE VÁNOČNÍ „HEJ, MISTŘE“V katedrále je vystaven betlém Heřmana Kotrby, je otevřena klenotnice a&nbsp;vyhlídka z&nbsp;věží.Informace o&nbsp;předprodeji vstupenek na koncerty jsou v&nbsp;brožurách a&nbsp;na webu: www.katedrala-petrov.cz nebo www.biskupstvi.cz""",,,,,,,,,,,,,,911,,,,,,,koncert,,Vánoce v&nbsp;brněnské katedrále,,,,,
https://www.gotobrno.cz/akce/vanoce-v-zorbas/,915,,,,,,"""Zveme Vás do winebaru Zorbas na Merhautově ulici 216 Brně, kde ve vánoční atmosféře můžete ochutnat stáčená vína a&nbsp;lahvová vína od Štěpána Maňáka ze Žádovic u&nbsp;Kyjova.V&nbsp;naši nabídce najdete také italskou kávu Galliano, čaje Sonnentor, karáskovu limonádu, hustopečskou mandlovku, italská prosecca a&nbsp;rýdlovy slané tyčinky a&nbsp;preclíky z&nbsp;lázní Bělohrad.""",,,,,,,,,,,,,,916,,,,,,,,,Vánoce v&nbsp;Zorbas,,,,,
https://www.gotobrno.cz/akce/vanocni-a-beat-mate-radi-hadi/,920,,,,,,"""A-BEATTradiční vánoční koncert dnes již legendární hudební skupiny A-beat a Led Zeppelin revival. Na tomto divokém večírku s pivem a vínem zazní rocková klasika a to hlavně Rolling Stones, Jimy Hendrix, Iggy Pop, Led Zeppelin a mnoho dalších!Mate radi hadiJsme brněnská pop garage blues kapela ochucená kapkou rocku hrající pro všechny věkové skupiny vašich maminek.https://www.facebook.com/MATERADIHADI/Vstupenky budou jen na mistehttps://www.facebook.com/abeatbigbeathttps://www.facebook.com/ledzeppelinrevivalVstupenky budou jen na místě""",,,,,,,,,,,,,,921,,,,,,,koncert,,VÁNOČNÍ A-BEAT + MATE RADI HADI,,,,,
https://www.gotobrno.cz/akce/vanocni-jarmark-na-lanech/,924,,,,,,"""Přijďte na Vánoční jarmark na Lánech, na kterém můžete prodat nebo nakoupit rukodělné výrobky a&nbsp;zajistit si tak vánoční dárečky pro své nejbližší na poslední chvíli.&#8212;Prodávat může kdokoli, kdo by rád nabídl svá díla k&nbsp;prodeji ostatním (nejen šikovní dospělí, ale i&nbsp;tvořivé děti). Pronájem neúčtujeme, ale je nutné se předem přihlásit, ať víme, s&nbsp;jakou kapacitou prodejců můžeme počítat.PřihlašováníPřijďte si v&nbsp;předvánočním čase udělat radost a&nbsp;nakoupit si originální dárečky pro všechny své blízké &#8211; maminky, tatínky, babičky, dědečky,…""",,,,,,,,,,,,,,925,,,,,,,,,Vánoční jarmark na Lánech,,,,,
https://www.gotobrno.cz/akce/vanocni-jedlicka/,929,,,,,,"""Udělejte si letos před Vánoci radost a&nbsp;zároveň podpořte dobrou věc. Pořiďte si vánoční jedličku v&nbsp;květináči od brněnských neziskových organizací. Na svátky ji ozdobíte a&nbsp;na jaře pak vrátíte zpět do lesa při společné výsadbě.Letos startuje prodej v&nbsp;pondělí 25.&nbsp;listopadu, nejdostupnějším prodejním místem jsou dobročinné obchody Nadace Veronica na Pekařské 38 a&nbsp;Palackého třídě 25, otevřeno je od pondělí do pátku od 9 do 18 hodin. Jedličky dále nabízí třeba Rezekvítek, Lipka nebo Ekocentrum Brno.Jedná se o&nbsp;35 až 40 centimetrů vysoké lesní sazenice v&nbsp;květináči, stromečky pochází ze školek Školního lesního podniku Křtiny. Cena jedličky je 165 korun a&nbsp;při koupi dostanete i&nbsp;návod, jak se o&nbsp;ni starat, kde nebudou chybět informace o&nbsp;jarní výsadbě zpět do lesa.Nákupem vánoční jedličky v&nbsp;květináči podporujete zapojené brněnské neziskové organizaci, například Nadace Veronica použije část výtěžku z&nbsp;jedliček do fondu Společně pro přírodu, ze kterého podporuje komunitní ekologické projekty po celé Moravě.Nadace Veronica u&nbsp;tohoto projektu myslí i&nbsp;na ty, kteří si stromek nemohou dovolit. Už loni přichystala 60 jedliček pro samoživitelky a&nbsp;znevýhodněné rodiny a&nbsp;seniory. Letos jich bude díky dárcům k&nbsp;dispozici stovka, k&nbsp;potřebným se dostanou prostřednictvím sociálního šatníku spolku Vesna.I vy můžete “zavěsit” jedličku pro někoho, kdo by si jijinak nemohl koupit. Stačí přispět na dárcovském portálu Darujme.cz na projekt Zavěšená jedlička pod Nadací Veronica.Více informací získáte na https://nadace.veronica.cz.""","""This Christmas, bring yourself joy and support a&nbsp;good cause by buying a&nbsp;potted Christmas fir from Brno-based nonprofits. Decorate it for the holidays, then join a&nbsp;group planting to return it to the forest in spring.Join thousands of locals who have participated in this project over the past 26 years. Some people buy the fir instead of a&nbsp;cut tree, as an additional decoration, or for children to care for and plant back in the forest. Annually, 500 to 1,000 potted firs are sold in Brno.Sales start Monday, November 25, at the charity shops of the Veronica Foundation, located at Pekařská 38 and Palackého 25, open Monday to Friday, 9 AM to 6 PM. Firs are also available at Rezekvítek, Lipka, and Ekocentrum Brno.These are 35-40 cm forest saplings in pots from the Křtiny Forest School. Each fir costs 165 CZK and includes care instructions with information on the spring planting event.Purchasing a&nbsp;potted fir supports local nonprofits. For example, Veronica Foundation uses part of the proceeds to fund community eco-projects across Moravia.Veronica also considers those in need by providing free firs to single parents, disadvantaged families, and seniors—thanks to donors, 100 trees will be distributed this year through the Vesna organization.You can &#8220;hang&#8221; a&nbsp;fir for someone who cannot afford one by donating through Darujme.cz to the project under the Veronica Foundation. You can also purchase a&nbsp;tree-planting certificate there, a&nbsp;wonderful gift for nature lovers.""",,,,,,,,,,,,,930,,,,,,,,,Vánoční jedlička,Potted fir tree,,,,
https://www.gotobrno.cz/akce/vanocni-koncert-javory/,934,,,,,,Vánoční koncert slavné sourozenecké dvojice a jejich kapely.&nbsp;,,,,,,,,,,,,,,935,,,,,,,koncert,,Vánoční koncert Javory,,,,,
https://www.gotobrno.cz/akce/vanocni-koncert-vlasta-redl-s-kapelou-a-mirek-donutil/,938,,,,,,,,,,,,,,,,,,,,939,,,,,,,"divadlo,koncert",,Vánoční koncert Vlasta Redl s&nbsp;kapelou a&nbsp;Mirek Donutil,,,,,
https://www.gotobrno.cz/akce/vanocni-multikulturni-karaoke-party/,942,,,,,,"""Zveme všechny komunity, organizace, spolky, expaty, zpěváky, IT odborníky a&nbsp;fanoušky hudby na jedinečný Multikulturní vánoční večírek! Pojďme společně oslavit Vánoce jako globální rodina, kde každý původ, jazyk a&nbsp;kultura mají své místo!Těšte se na večer plný oblíbených hitů, lahodných drinků, čepovaného piva i&nbsp;kvalitního moravského vína. V&nbsp;přátelské a&nbsp;otevřené atmosféře karaoke baru se potkáme jako sousedé, kolegové a&nbsp;přátelé, připraveni sdílet, co nás spojuje.Proč přijít?Brno je díky své rozmanité kultuře, jazykům a&nbsp;kreativní energii ideálním místem pro budování společného, multikulturního ekosystému. Společně můžeme vytvořit bezpečné místo, kde nezáleží na tom, odkud pocházíme. Přijďte zažít kouzlo Vánoc bez hranic – a&nbsp;pokud si troufnete, zapojte se do karaoke.""","""Invitation to All Communities, Organizations, Associations, Expats, Singers, IT Experts, and Music Lovers to a&nbsp;Unique Multicultural Christmas Party!Let’s celebrate Christmas together as one global family, where every origin, language, and culture is welcome!Look forward to an evening filled with favorite hits, delicious drinks, draft beer, and quality Moravian wine. In the warm and welcoming atmosphere of a&nbsp;karaoke bar, we’ll gather as neighbors, colleagues, and friends, ready to share what connects us.Why Attend?With its rich mix of cultures, languages, and creative energy, Brno is the perfect place to build a&nbsp;shared, multicultural ecosystem. Together, we can create a&nbsp;safe space where origins don’t matter. Come experience the magic of a&nbsp;Christmas without borders – and if you’re brave, join the karaoke fun.""",,,,,,,,,,,,,943,,,,,,,koncert,,Vánoční multikulturní karaoke party,Multicultural Christmas Karaoke party,,,,
https://www.gotobrno.cz/akce/vanocni-muzikalovy-koncert-jiri-pek-smyccovy-kvintet/,947,,,,,,"""Vánoční muzikálový koncert, plný hitů z&nbsp;českých i&nbsp;světových muzikálů.DRACULA, Monte Cristo, BÍDNÍCI, Fantom opery, ANGELIKA, Jekyll &amp; Hyde aj.Doprovází smyčcové kvinteto s&nbsp;klavírem a&nbsp;příčnou flétnou. Zpívají JIŘÍ PEK a&nbsp;KLÁRA JELÍNKOVÁKrásný, vytápěný a&nbsp;akusticky dokonalý koncertní sál Milosrdných bratří v&nbsp;těsné blízkosti nemocnice Milosrdných.""",,,,,,,,,,,,,,948,,,,,,,koncert,,VÁNOČNÍ MUZIKÁLOVÝ KONCERT | Jiří Pek &amp; smyčcový kvintet,,,,,
